,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
130850,67.0,67.0,67.0,31.0,48.0,61.0,36.0,69.0,54.0,33.0,47.0,67.0,76.0,74.0,71.0,67.0,75.0,49.0,62.0,75.0,52.0,36.0,80.0,65.0,56.0,43.0,46.0,66.0,70.0,67.0,12.0,7.0,9.0,10.0,6.0
130854,69.0,69.0,71.0,35.0,67.0,69.0,66.0,57.0,65.0,51.0,67.0,68.0,75.0,76.0,72.0,71.0,64.0,52.0,65.0,67.0,66.0,54.0,68.0,58.0,33.0,65.0,53.0,71.0,71.0,73.0,7.0,9.0,16.0,16.0,16.0
130863,65.0,65.0,70.0,63.0,45.0,64.0,61.0,61.0,69.0,61.0,60.0,63.0,66.0,77.0,79.0,59.0,77.0,72.0,71.0,63.0,58.0,66.0,75.0,38.0,72.0,63.0,73.0,45.0,52.0,47.0,11.0,6.0,11.0,6.0,16.0
130891,73.0,73.0,59.0,69.0,86.0,65.0,79.0,69.0,71.0,54.0,47.0,73.0,75.0,78.0,74.0,70.0,72.0,75.0,86.0,68.0,73.0,67.0,82.0,50.0,75.0,68.0,73.0,39.0,49.0,48.0,13.0,14.0,13.0,13.0,9.0
130915,68.0,77.0,52.0,28.0,64.0,54.0,28.0,48.0,38.0,32.0,41.0,53.0,58.0,62.0,60.0,61.0,55.0,35.0,81.0,65.0,78.0,31.0,60.0,69.0,41.0,36.0,46.0,72.0,72.0,69.0,13.0,15.0,9.0,11.0,11.0
130925,74.0,79.0,60.0,73.0,74.0,69.0,67.0,73.0,67.0,47.0,55.0,79.0,77.0,76.0,74.0,67.0,68.0,78.0,70.0,70.0,76.0,69.0,79.0,36.0,77.0,65.0,75.0,33.0,40.0,29.0,8.0,7.0,7.0,7.0,10.0
130946,65.0,65.0,65.0,44.0,55.0,62.0,46.0,64.0,54.0,59.0,67.0,63.0,73.0,75.0,64.0,66.0,69.0,73.0,72.0,80.0,73.0,68.0,69.0,61.0,60.0,53.0,54.0,61.0,64.0,65.0,13.0,13.0,6.0,7.0,15.0
130957,65.0,65.0,38.0,20.0,65.0,50.0,31.0,24.0,25.0,35.0,53.0,45.0,59.0,58.0,54.0,61.0,65.0,73.0,75.0,55.0,84.0,49.0,80.0,60.0,32.0,51.0,48.0,64.0,64.0,62.0,13.0,8.0,5.0,15.0,6.0
130972,63.0,63.0,62.0,41.0,53.0,58.0,48.0,55.0,53.0,50.0,61.0,59.0,64.0,67.0,64.0,61.0,64.0,51.0,70.0,73.0,73.0,47.0,75.0,65.0,46.0,52.0,45.0,61.0,63.0,65.0,12.0,12.0,15.0,13.0,13.0
130979,70.0,70.0,71.0,41.0,51.0,56.0,50.0,63.0,63.0,58.0,64.0,67.0,84.0,88.0,88.0,52.0,80.0,74.0,83.0,72.0,70.0,58.0,67.0,72.0,56.0,48.0,40.0,58.0,71.0,80.0,8.0,9.0,5.0,4.0,5.0
131004,63.0,75.0,55.0,28.0,39.0,54.0,28.0,59.0,40.0,29.0,52.0,55.0,78.0,81.0,64.0,59.0,63.0,30.0,59.0,71.0,66.0,26.0,64.0,59.0,45.0,45.0,37.0,66.0,67.0,68.0,12.0,10.0,13.0,13.0,11.0
131009,77.0,81.0,82.0,63.0,75.0,79.0,69.0,67.0,80.0,78.0,75.0,76.0,63.0,68.0,62.0,79.0,57.0,86.0,67.0,92.0,85.0,84.0,84.0,75.0,69.0,74.0,74.0,59.0,78.0,75.0,8.0,11.0,8.0,14.0,12.0
131040,83.0,84.0,68.0,64.0,77.0,82.0,74.0,72.0,68.0,67.0,80.0,79.0,66.0,68.0,57.0,82.0,53.0,78.0,71.0,90.0,90.0,75.0,83.0,86.0,68.0,77.0,69.0,78.0,84.0,78.0,7.0,15.0,12.0,14.0,9.0
131068,74.0,74.0,32.0,80.0,71.0,61.0,68.0,67.0,71.0,67.0,42.0,70.0,76.0,73.0,66.0,64.0,75.0,74.0,73.0,75.0,75.0,66.0,52.0,29.0,85.0,49.0,73.0,15.0,15.0,19.0,13.0,6.0,13.0,11.0,10.0
131087,76.0,76.0,67.0,30.0,80.0,67.0,44.0,45.0,47.0,31.0,61.0,63.0,55.0,54.0,58.0,72.0,60.0,59.0,90.0,71.0,78.0,44.0,82.0,77.0,30.0,56.0,37.0,76.0,75.0,76.0,10.0,14.0,7.0,14.0,10.0
131105,76.0,82.0,44.0,36.0,50.0,79.0,32.0,51.0,37.0,36.0,78.0,69.0,63.0,56.0,58.0,79.0,54.0,63.0,64.0,72.0,70.0,47.0,77.0,81.0,36.0,69.0,42.0,76.0,80.0,73.0,11.0,13.0,12.0,9.0,7.0
131114,64.0,64.0,57.0,24.0,62.0,55.0,29.0,37.0,46.0,32.0,51.0,58.0,69.0,67.0,56.0,59.0,69.0,63.0,59.0,67.0,77.0,50.0,72.0,63.0,39.0,41.0,46.0,60.0,63.0,62.0,7.0,14.0,16.0,9.0,7.0
131124,81.0,81.0,34.0,26.0,85.0,57.0,35.0,43.0,42.0,32.0,57.0,56.0,49.0,54.0,50.0,70.0,47.0,56.0,84.0,52.0,91.0,28.0,81.0,83.0,20.0,44.0,43.0,84.0,84.0,82.0,11.0,4.0,13.0,7.0,5.0
131155,66.0,66.0,46.0,31.0,64.0,62.0,17.0,27.0,47.0,12.0,67.0,63.0,53.0,32.0,37.0,60.0,57.0,57.0,72.0,47.0,60.0,46.0,66.0,54.0,34.0,58.0,57.0,72.0,69.0,72.0,13.0,5.0,11.0,5.0,8.0
131162,63.0,63.0,57.0,39.0,64.0,63.0,56.0,64.0,43.0,60.0,61.0,61.0,44.0,46.0,57.0,52.0,71.0,69.0,70.0,74.0,72.0,63.0,72.0,65.0,54.0,50.0,59.0,64.0,65.0,61.0,13.0,13.0,10.0,11.0,15.0
131177,72.0,75.0,60.0,56.0,54.0,76.0,60.0,70.0,62.0,53.0,73.0,73.0,69.0,69.0,73.0,72.0,67.0,72.0,57.0,77.0,69.0,68.0,72.0,69.0,67.0,70.0,55.0,48.0,75.0,67.0,14.0,15.0,6.0,9.0,12.0
131200,73.0,74.0,75.0,71.0,72.0,74.0,75.0,64.0,81.0,78.0,78.0,72.0,55.0,54.0,65.0,69.0,53.0,80.0,70.0,67.0,78.0,79.0,81.0,73.0,77.0,78.0,75.0,54.0,65.0,50.0,12.0,11.0,12.0,15.0,10.0
131206,66.0,69.0,67.0,58.0,52.0,63.0,63.0,65.0,68.0,64.0,58.0,62.0,80.0,83.0,73.0,62.0,71.0,63.0,58.0,60.0,53.0,63.0,54.0,34.0,63.0,63.0,55.0,49.0,54.0,41.0,7.0,13.0,9.0,9.0,14.0
131210,75.0,75.0,70.0,22.0,68.0,64.0,25.0,62.0,31.0,37.0,66.0,68.0,69.0,74.0,66.0,70.0,66.0,70.0,74.0,74.0,78.0,41.0,80.0,76.0,56.0,42.0,41.0,76.0,80.0,80.0,8.0,12.0,15.0,12.0,5.0
131243,69.0,74.0,63.0,59.0,57.0,71.0,61.0,76.0,70.0,61.0,74.0,73.0,78.0,68.0,73.0,72.0,73.0,67.0,49.0,63.0,44.0,62.0,48.0,54.0,51.0,74.0,58.0,52.0,62.0,49.0,9.0,8.0,15.0,8.0,6.0
131257,72.0,72.0,47.0,73.0,78.0,65.0,72.0,66.0,66.0,62.0,45.0,76.0,63.0,68.0,69.0,62.0,60.0,72.0,89.0,54.0,81.0,61.0,84.0,20.0,81.0,61.0,78.0,18.0,30.0,22.0,4.0,4.0,4.0,4.0,4.0
131290,76.0,76.0,77.0,75.0,66.0,80.0,75.0,79.0,82.0,81.0,76.0,78.0,67.0,69.0,77.0,71.0,74.0,72.0,62.0,58.0,65.0,78.0,65.0,35.0,74.0,77.0,84.0,25.0,25.0,25.0,12.0,7.0,13.0,8.0,8.0
131301,61.0,69.0,47.0,37.0,61.0,62.0,36.0,53.0,42.0,52.0,65.0,58.0,42.0,51.0,45.0,51.0,46.0,60.0,55.0,65.0,77.0,47.0,67.0,58.0,45.0,57.0,45.0,58.0,62.0,60.0,11.0,13.0,10.0,7.0,13.0
131305,68.0,68.0,72.0,67.0,55.0,64.0,73.0,71.0,75.0,69.0,57.0,73.0,74.0,69.0,77.0,63.0,77.0,75.0,70.0,58.0,62.0,68.0,81.0,31.0,68.0,60.0,76.0,20.0,25.0,25.0,14.0,14.0,10.0,12.0,9.0
131319,68.0,68.0,81.0,65.0,42.0,70.0,70.0,69.0,84.0,80.0,78.0,74.0,70.0,68.0,69.0,50.0,60.0,83.0,44.0,60.0,61.0,75.0,52.0,46.0,58.0,68.0,72.0,40.0,37.0,38.0,14.0,7.0,12.0,12.0,15.0
131337,76.0,76.0,42.0,33.0,82.0,71.0,40.0,49.0,52.0,43.0,64.0,48.0,69.0,68.0,69.0,78.0,61.0,42.0,79.0,72.0,70.0,37.0,76.0,80.0,44.0,46.0,47.0,80.0,80.0,73.0,10.0,15.0,13.0,15.0,8.0
131350,79.0,81.0,11.0,15.0,14.0,36.0,12.0,19.0,12.0,13.0,36.0,24.0,53.0,49.0,59.0,76.0,49.0,21.0,79.0,39.0,64.0,19.0,40.0,10.0,11.0,58.0,22.0,19.0,15.0,14.0,84.0,75.0,73.0,77.0,85.0
131374,65.0,67.0,59.0,29.0,65.0,58.0,31.0,53.0,38.0,49.0,54.0,58.0,59.0,63.0,57.0,65.0,66.0,71.0,71.0,64.0,67.0,50.0,78.0,72.0,42.0,46.0,48.0,66.0,68.0,74.0,13.0,8.0,15.0,14.0,14.0
131396,64.0,64.0,58.0,23.0,61.0,67.0,43.0,48.0,52.0,29.0,60.0,59.0,65.0,71.0,58.0,59.0,59.0,72.0,62.0,63.0,77.0,32.0,78.0,66.0,46.0,60.0,31.0,62.0,67.0,66.0,6.0,16.0,16.0,14.0,14.0
131402,79.0,80.0,47.0,29.0,85.0,50.0,32.0,39.0,33.0,58.0,69.0,41.0,67.0,74.0,62.0,76.0,60.0,81.0,74.0,69.0,82.0,47.0,82.0,70.0,48.0,44.0,43.0,84.0,85.0,84.0,6.0,5.0,10.0,8.0,6.0
131430,61.0,61.0,63.0,30.0,50.0,65.0,56.0,55.0,65.0,61.0,64.0,63.0,64.0,63.0,60.0,68.0,73.0,48.0,70.0,40.0,37.0,53.0,70.0,59.0,45.0,65.0,59.0,63.0,63.0,48.0,11.0,5.0,7.0,8.0,12.0
131443,65.0,65.0,68.0,39.0,58.0,67.0,46.0,69.0,51.0,45.0,63.0,65.0,55.0,55.0,58.0,63.0,60.0,58.0,74.0,58.0,80.0,44.0,82.0,64.0,60.0,64.0,47.0,57.0,68.0,66.0,11.0,7.0,11.0,7.0,8.0
131464,90.0,94.0,72.0,88.0,62.0,78.0,83.0,94.0,78.0,79.0,74.0,93.0,91.0,90.0,92.0,86.0,84.0,78.0,61.0,79.0,45.0,73.0,56.0,36.0,89.0,79.0,81.0,21.0,24.0,33.0,9.0,9.0,15.0,15.0,11.0
131489,70.0,70.0,65.0,69.0,64.0,63.0,61.0,72.0,71.0,75.0,53.0,73.0,84.0,82.0,83.0,66.0,81.0,67.0,57.0,82.0,58.0,61.0,53.0,48.0,67.0,63.0,71.0,12.0,13.0,15.0,10.0,15.0,6.0,15.0,13.0
131513,68.0,72.0,56.0,66.0,72.0,64.0,64.0,69.0,62.0,50.0,52.0,70.0,81.0,84.0,82.0,60.0,66.0,60.0,85.0,66.0,68.0,60.0,43.0,20.0,69.0,60.0,60.0,14.0,17.0,16.0,14.0,10.0,14.0,6.0,12.0
131540,62.0,67.0,58.0,55.0,49.0,60.0,42.0,64.0,58.0,62.0,52.0,64.0,73.0,71.0,73.0,68.0,71.0,59.0,71.0,91.0,59.0,47.0,55.0,58.0,67.0,70.0,61.0,42.0,44.0,41.0,15.0,7.0,15.0,15.0,15.0
131562,63.0,63.0,60.0,41.0,44.0,60.0,50.0,67.0,57.0,64.0,53.0,62.0,80.0,81.0,81.0,56.0,67.0,58.0,61.0,70.0,63.0,47.0,59.0,42.0,57.0,61.0,59.0,41.0,42.0,40.0,6.0,13.0,6.0,14.0,14.0
131571,72.0,72.0,60.0,24.0,72.0,60.0,40.0,56.0,51.0,43.0,60.0,60.0,69.0,69.0,64.0,73.0,62.0,68.0,78.0,68.0,78.0,43.0,73.0,77.0,49.0,35.0,41.0,77.0,80.0,81.0,10.0,12.0,7.0,10.0,14.0
131602,58.0,68.0,58.0,36.0,47.0,56.0,38.0,48.0,51.0,48.0,53.0,53.0,72.0,70.0,71.0,72.0,52.0,55.0,65.0,64.0,48.0,46.0,68.0,54.0,46.0,56.0,45.0,61.0,56.0,58.0,5.0,10.0,11.0,11.0,13.0
131604,62.0,68.0,50.0,31.0,69.0,64.0,28.0,49.0,34.0,28.0,58.0,58.0,72.0,72.0,45.0,54.0,59.0,41.0,47.0,46.0,66.0,31.0,60.0,59.0,21.0,38.0,44.0,63.0,66.0,61.0,6.0,9.0,11.0,6.0,7.0
131614,61.0,61.0,65.0,57.0,51.0,68.0,69.0,63.0,68.0,54.0,59.0,76.0,41.0,44.0,55.0,54.0,84.0,66.0,71.0,33.0,59.0,68.0,55.0,43.0,58.0,71.0,57.0,41.0,53.0,41.0,9.0,8.0,9.0,6.0,6.0
131622,68.0,70.0,65.0,69.0,59.0,62.0,61.0,74.0,56.0,65.0,58.0,71.0,83.0,79.0,78.0,62.0,59.0,77.0,60.0,71.0,62.0,69.0,55.0,37.0,64.0,57.0,76.0,32.0,33.0,28.0,12.0,11.0,6.0,8.0,15.0
131651,67.0,70.0,19.0,13.0,11.0,50.0,16.0,11.0,19.0,20.0,22.0,23.0,34.0,40.0,41.0,63.0,38.0,11.0,52.0,24.0,55.0,11.0,28.0,12.0,10.0,58.0,24.0,13.0,17.0,19.0,69.0,62.0,72.0,61.0,76.0
131667,65.0,65.0,45.0,68.0,76.0,60.0,61.0,54.0,41.0,47.0,44.0,58.0,41.0,49.0,52.0,66.0,42.0,71.0,63.0,59.0,83.0,58.0,70.0,19.0,66.0,52.0,73.0,15.0,22.0,15.0,15.0,16.0,14.0,6.0,13.0
131686,63.0,66.0,67.0,54.0,49.0,59.0,39.0,66.0,60.0,50.0,60.0,67.0,71.0,66.0,72.0,63.0,82.0,63.0,81.0,83.0,71.0,51.0,65.0,62.0,62.0,64.0,66.0,59.0,60.0,54.0,10.0,12.0,7.0,14.0,12.0
131709,68.0,68.0,78.0,64.0,73.0,65.0,58.0,68.0,70.0,68.0,65.0,70.0,52.0,61.0,48.0,71.0,60.0,79.0,48.0,82.0,79.0,68.0,82.0,57.0,67.0,69.0,71.0,53.0,61.0,65.0,16.0,15.0,7.0,7.0,15.0
131732,73.0,75.0,66.0,43.0,65.0,66.0,41.0,60.0,45.0,36.0,69.0,62.0,67.0,72.0,63.0,72.0,67.0,66.0,72.0,83.0,72.0,48.0,82.0,72.0,57.0,66.0,48.0,74.0,75.0,78.0,8.0,9.0,11.0,7.0,11.0
131753,59.0,61.0,47.0,33.0,54.0,49.0,47.0,59.0,43.0,36.0,46.0,57.0,67.0,70.0,57.0,53.0,73.0,46.0,60.0,65.0,73.0,35.0,73.0,64.0,26.0,52.0,41.0,61.0,61.0,58.0,16.0,13.0,10.0,16.0,10.0
131760,69.0,69.0,48.0,68.0,65.0,57.0,72.0,70.0,48.0,51.0,50.0,71.0,70.0,71.0,80.0,64.0,58.0,76.0,84.0,70.0,79.0,64.0,86.0,32.0,66.0,64.0,65.0,32.0,30.0,25.0,8.0,13.0,9.0,8.0,15.0
131798,74.0,74.0,59.0,74.0,83.0,70.0,74.0,68.0,62.0,41.0,51.0,76.0,54.0,68.0,60.0,74.0,48.0,81.0,70.0,59.0,84.0,61.0,64.0,29.0,74.0,64.0,77.0,27.0,36.0,28.0,15.0,7.0,7.0,8.0,15.0
131824,70.0,70.0,52.0,70.0,69.0,73.0,73.0,72.0,71.0,39.0,51.0,77.0,52.0,54.0,59.0,72.0,54.0,70.0,50.0,47.0,72.0,72.0,51.0,30.0,75.0,72.0,69.0,18.0,30.0,20.0,16.0,10.0,15.0,11.0,13.0
131864,62.0,62.0,37.0,31.0,67.0,47.0,23.0,25.0,26.0,33.0,42.0,44.0,36.0,42.0,32.0,57.0,58.0,64.0,43.0,64.0,73.0,27.0,66.0,64.0,30.0,48.0,52.0,65.0,66.0,61.0,11.0,10.0,10.0,5.0,7.0
131868,66.0,66.0,64.0,62.0,37.0,66.0,64.0,66.0,77.0,75.0,67.0,66.0,66.0,68.0,72.0,65.0,77.0,74.0,70.0,64.0,62.0,70.0,82.0,53.0,64.0,66.0,64.0,52.0,54.0,62.0,9.0,11.0,11.0,8.0,5.0
131880,64.0,65.0,66.0,48.0,58.0,62.0,36.0,59.0,44.0,33.0,55.0,68.0,54.0,52.0,47.0,61.0,61.0,61.0,63.0,58.0,76.0,51.0,71.0,68.0,55.0,56.0,40.0,67.0,69.0,69.0,14.0,15.0,7.0,10.0,15.0
131897,61.0,66.0,56.0,49.0,58.0,64.0,37.0,63.0,46.0,56.0,58.0,65.0,71.0,70.0,72.0,59.0,90.0,54.0,61.0,71.0,37.0,43.0,67.0,57.0,57.0,61.0,41.0,54.0,55.0,51.0,13.0,6.0,10.0,15.0,14.0
131909,61.0,61.0,71.0,44.0,63.0,68.0,53.0,64.0,72.0,69.0,71.0,63.0,39.0,47.0,48.0,62.0,72.0,67.0,68.0,50.0,59.0,48.0,53.0,66.0,54.0,61.0,65.0,61.0,67.0,64.0,8.0,8.0,16.0,6.0,12.0
131935,60.0,60.0,25.0,25.0,25.0,28.0,25.0,25.0,25.0,25.0,28.0,21.0,46.0,41.0,44.0,62.0,53.0,20.0,63.0,27.0,68.0,25.0,33.0,21.0,25.0,25.0,21.0,25.0,25.0,25.0,57.0,62.0,62.0,59.0,63.0
131951,70.0,75.0,64.0,68.0,72.0,64.0,56.0,69.0,64.0,67.0,48.0,70.0,76.0,72.0,69.0,70.0,59.0,70.0,63.0,74.0,78.0,55.0,57.0,22.0,71.0,58.0,68.0,16.0,30.0,17.0,15.0,9.0,10.0,13.0,9.0
131977,62.0,68.0,25.0,25.0,25.0,23.0,25.0,25.0,25.0,25.0,25.0,27.0,42.0,40.0,54.0,62.0,35.0,35.0,63.0,28.0,70.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,61.0,57.0,59.0,66.0,64.0
131987,60.0,65.0,33.0,63.0,51.0,60.0,55.0,57.0,44.0,38.0,52.0,59.0,70.0,71.0,74.0,56.0,67.0,61.0,70.0,65.0,57.0,58.0,62.0,36.0,67.0,49.0,61.0,20.0,34.0,22.0,12.0,13.0,9.0,15.0,14.0
131998,68.0,83.0,52.0,27.0,73.0,59.0,30.0,52.0,47.0,29.0,55.0,65.0,67.0,69.0,59.0,63.0,54.0,49.0,70.0,75.0,67.0,28.0,61.0,65.0,42.0,46.0,37.0,69.0,72.0,69.0,9.0,15.0,10.0,12.0,9.0
132017,65.0,76.0,36.0,30.0,66.0,53.0,25.0,46.0,38.0,51.0,41.0,53.0,64.0,68.0,65.0,60.0,76.0,51.0,78.0,70.0,86.0,50.0,71.0,62.0,42.0,61.0,41.0,60.0,64.0,57.0,14.0,9.0,15.0,13.0,15.0
132023,63.0,66.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,23.0,47.0,50.0,47.0,62.0,40.0,22.0,66.0,40.0,71.0,25.0,41.0,25.0,25.0,25.0,21.0,25.0,25.0,25.0,64.0,65.0,61.0,58.0,67.0
132030,67.0,67.0,62.0,45.0,62.0,69.0,58.0,64.0,68.0,40.0,68.0,68.0,69.0,69.0,77.0,70.0,75.0,70.0,77.0,79.0,67.0,68.0,70.0,62.0,64.0,64.0,58.0,54.0,62.0,62.0,8.0,6.0,5.0,13.0,10.0
132057,72.0,78.0,67.0,46.0,55.0,73.0,49.0,75.0,59.0,42.0,63.0,74.0,88.0,86.0,74.0,72.0,72.0,63.0,60.0,77.0,72.0,38.0,67.0,68.0,66.0,65.0,56.0,67.0,74.0,72.0,13.0,9.0,15.0,7.0,14.0
132078,63.0,74.0,36.0,69.0,63.0,62.0,44.0,63.0,36.0,43.0,55.0,60.0,72.0,79.0,68.0,61.0,63.0,67.0,70.0,65.0,62.0,57.0,55.0,31.0,59.0,51.0,60.0,27.0,41.0,30.0,8.0,5.0,7.0,10.0,7.0
132092,67.0,80.0,56.0,71.0,72.0,62.0,60.0,64.0,60.0,60.0,48.0,68.0,66.0,68.0,64.0,68.0,68.0,71.0,72.0,60.0,66.0,60.0,56.0,22.0,71.0,66.0,73.0,23.0,41.0,36.0,5.0,5.0,15.0,6.0,5.0
132100,70.0,72.0,62.0,60.0,40.0,76.0,58.0,72.0,67.0,74.0,71.0,76.0,77.0,75.0,75.0,69.0,77.0,69.0,77.0,69.0,55.0,74.0,63.0,60.0,56.0,69.0,44.0,56.0,64.0,72.0,14.0,14.0,11.0,10.0,13.0
132127,69.0,69.0,68.0,20.0,65.0,62.0,29.0,41.0,22.0,61.0,57.0,49.0,68.0,65.0,56.0,67.0,60.0,66.0,56.0,64.0,68.0,50.0,73.0,72.0,39.0,31.0,36.0,74.0,70.0,72.0,11.0,5.0,9.0,15.0,11.0
132152,61.0,78.0,52.0,61.0,65.0,56.0,48.0,60.0,50.0,41.0,43.0,62.0,64.0,65.0,62.0,61.0,74.0,64.0,72.0,57.0,50.0,59.0,34.0,22.0,64.0,55.0,64.0,16.0,22.0,16.0,13.0,12.0,10.0,8.0,11.0
132161,72.0,80.0,14.0,13.0,11.0,12.0,16.0,13.0,18.0,17.0,13.0,23.0,33.0,32.0,34.0,64.0,32.0,24.0,70.0,27.0,65.0,17.0,30.0,25.0,12.0,35.0,17.0,12.0,13.0,19.0,76.0,72.0,60.0,68.0,80.0
132187,70.0,70.0,30.0,39.0,78.0,50.0,23.0,40.0,30.0,25.0,55.0,48.0,34.0,34.0,34.0,52.0,52.0,55.0,66.0,34.0,78.0,26.0,70.0,80.0,30.0,50.0,44.0,74.0,74.0,70.0,12.0,11.0,9.0,15.0,6.0
132214,65.0,65.0,63.0,37.0,55.0,59.0,52.0,64.0,63.0,58.0,57.0,59.0,67.0,72.0,71.0,64.0,61.0,68.0,30.0,72.0,64.0,70.0,56.0,65.0,50.0,44.0,57.0,70.0,67.0,65.0,5.0,9.0,12.0,10.0,14.0
132236,58.0,58.0,56.0,39.0,51.0,62.0,48.0,56.0,49.0,56.0,64.0,58.0,63.0,66.0,71.0,58.0,76.0,62.0,55.0,50.0,57.0,56.0,66.0,56.0,46.0,56.0,58.0,54.0,58.0,56.0,13.0,10.0,9.0,7.0,13.0
132243,71.0,80.0,72.0,23.0,63.0,60.0,39.0,61.0,54.0,39.0,56.0,63.0,78.0,80.0,74.0,58.0,72.0,57.0,74.0,80.0,70.0,40.0,64.0,62.0,40.0,27.0,47.0,72.0,77.0,78.0,5.0,5.0,5.0,5.0,5.0
132268,66.0,66.0,25.0,25.0,25.0,35.0,25.0,25.0,25.0,25.0,20.0,30.0,25.0,25.0,32.0,64.0,36.0,39.0,53.0,27.0,33.0,25.0,20.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,71.0,60.0,61.0,72.0,63.0
132283,66.0,66.0,47.0,69.0,64.0,59.0,68.0,59.0,59.0,51.0,40.0,68.0,67.0,67.0,69.0,65.0,63.0,65.0,71.0,54.0,68.0,51.0,49.0,25.0,69.0,61.0,69.0,18.0,26.0,26.0,8.0,8.0,7.0,13.0,10.0
132309,65.0,70.0,13.0,9.0,10.0,21.0,11.0,15.0,10.0,15.0,20.0,20.0,29.0,31.0,39.0,62.0,28.0,41.0,33.0,18.0,52.0,10.0,18.0,13.0,5.0,5.0,31.0,19.0,8.0,9.0,63.0,65.0,57.0,66.0,70.0
132318,72.0,76.0,61.0,46.0,67.0,78.0,51.0,67.0,60.0,61.0,76.0,75.0,59.0,67.0,62.0,69.0,66.0,61.0,67.0,74.0,69.0,69.0,62.0,73.0,63.0,69.0,51.0,58.0,68.0,64.0,4.0,10.0,13.0,6.0,13.0
132351,77.0,81.0,69.0,69.0,49.0,74.0,68.0,81.0,71.0,65.0,64.0,81.0,86.0,78.0,87.0,73.0,87.0,70.0,71.0,74.0,60.0,78.0,36.0,24.0,74.0,73.0,68.0,15.0,19.0,19.0,11.0,7.0,14.0,9.0,14.0
132387,63.0,70.0,55.0,36.0,40.0,68.0,56.0,60.0,44.0,60.0,66.0,64.0,78.0,76.0,80.0,60.0,56.0,58.0,59.0,70.0,53.0,62.0,64.0,55.0,60.0,64.0,52.0,46.0,62.0,66.0,14.0,14.0,14.0,15.0,5.0
132390,52.0,64.0,42.0,55.0,48.0,63.0,50.0,48.0,40.0,36.0,54.0,52.0,69.0,65.0,58.0,53.0,61.0,62.0,59.0,61.0,59.0,43.0,61.0,47.0,48.0,45.0,41.0,37.0,42.0,54.0,8.0,10.0,14.0,16.0,8.0
132402,62.0,80.0,58.0,56.0,64.0,60.0,64.0,50.0,56.0,60.0,49.0,54.0,74.0,74.0,73.0,68.0,70.0,70.0,71.0,60.0,69.0,52.0,51.0,20.0,79.0,73.0,71.0,18.0,31.0,25.0,14.0,5.0,13.0,5.0,5.0
132407,67.0,70.0,69.0,67.0,61.0,69.0,67.0,68.0,69.0,68.0,64.0,70.0,66.0,65.0,67.0,64.0,62.0,71.0,53.0,63.0,61.0,68.0,47.0,60.0,65.0,70.0,73.0,37.0,54.0,52.0,10.0,12.0,7.0,8.0,5.0
132413,66.0,66.0,62.0,64.0,62.0,65.0,64.0,65.0,59.0,66.0,63.0,66.0,75.0,74.0,72.0,58.0,68.0,65.0,63.0,67.0,65.0,63.0,58.0,31.0,70.0,64.0,66.0,26.0,50.0,54.0,15.0,12.0,13.0,14.0,6.0
132431,71.0,75.0,63.0,37.0,72.0,71.0,42.0,74.0,42.0,30.0,60.0,71.0,74.0,76.0,69.0,70.0,54.0,71.0,75.0,72.0,64.0,51.0,68.0,72.0,65.0,57.0,49.0,72.0,70.0,75.0,11.0,15.0,16.0,9.0,16.0
132454,75.0,79.0,68.0,73.0,70.0,70.0,70.0,77.0,69.0,64.0,63.0,80.0,79.0,79.0,66.0,70.0,64.0,79.0,69.0,84.0,77.0,77.0,59.0,31.0,72.0,69.0,67.0,33.0,36.0,24.0,6.0,8.0,14.0,9.0,7.0
132479,75.0,75.0,70.0,66.0,56.0,73.0,67.0,77.0,63.0,61.0,67.0,77.0,89.0,87.0,87.0,72.0,84.0,71.0,78.0,76.0,57.0,63.0,72.0,48.0,74.0,70.0,73.0,38.0,53.0,37.0,6.0,16.0,6.0,7.0,14.0
132510,63.0,70.0,54.0,42.0,60.0,67.0,43.0,56.0,40.0,53.0,66.0,62.0,72.0,72.0,68.0,68.0,70.0,62.0,68.0,72.0,70.0,58.0,70.0,55.0,50.0,64.0,45.0,50.0,58.0,56.0,15.0,9.0,8.0,7.0,8.0
132517,66.0,66.0,60.0,35.0,38.0,74.0,62.0,56.0,70.0,80.0,75.0,74.0,64.0,52.0,72.0,70.0,74.0,51.0,56.0,58.0,61.0,59.0,55.0,50.0,40.0,80.0,70.0,51.0,62.0,62.0,9.0,8.0,6.0,9.0,9.0
132527,77.0,77.0,74.0,77.0,73.0,74.0,75.0,80.0,76.0,52.0,62.0,79.0,59.0,66.0,72.0,76.0,60.0,81.0,79.0,69.0,77.0,76.0,56.0,24.0,81.0,72.0,80.0,25.0,25.0,22.0,5.0,6.0,7.0,14.0,13.0
